default_enabled,effect,hero_id,id,name,required_level,required_upgrade_id,specialization_description,specialization_graphic_id,specialization_name,tip_text,upgrade_type
1,"buff_upgrade,200,150",10,369,,235,145,,,,,increase_health
1,"buff_upgrade,100,150",10,370,,320,145,,,,,increase_health
1,"buff_upgrade,500,150",10,371,,345,145,,,,,increase_health
1,"buff_upgrade,500,150",10,372,,410,145,,,,,increase_health
1,"hero_dps_multiplier_mult,400",12,373,,21,0,,,,,
1,"buff_upgrade,400,72",5,377,,270,0,,,,,increase_health
1,"buff_upgrade,200,72",5,378,,335,0,,,,,increase_health
1,"buff_upgrade,500,72",5,380,,460,0,,,,,increase_health
1,"buff_upgrade,500,72",5,381,,485,0,,,,,increase_health
1,"buff_upgrade,200,140",9,375,,45,140,,,,,
1,"buff_upgrade,500,72",5,376,,90,0,,,,,increase_health
1,"buff_upgrade,300,72",5,379,,355,0,,,,,increase_health
1,"buff_upgrade,500,72",5,382,,505,0,,,,,increase_health
1,"buff_upgrade,100,71",5,383,,315,76,,,,,
1,"hero_dps_multiplier_mult,200",12,440,,6,0,,,,,
1,"effect_def,38",13,384,Spare Dagger,40,0,,,,"Hitch somehow always has a spare dagger up his sleeve, and will toss it at a random enemy before he attacks.",
1,"set_ultimate_attack,41",13,385,,60,0,,,,,
1,"add_attack_targets,1,39",13,386,,120,0,"Hitch always has yet another spare dagger to toss, thus increasing the number of daggers he throws before attacking.",1037.0,More Daggers,,
1,"hero_dps_multiplier_mult,100",13,387,,10,0,,,,,
1,"global_dps_multiplier_mult,100",13,388,,35,0,,,,,
1,"hero_dps_multiplier_mult,100",13,389,,90,0,,,,,
1,"effect_def,35",13,390,Friendly,80,0,,,,Hitch increases the damage of Champions with high Charisma scores. Use Champions with high scores to increase their damage.,
1,"buff_upgrade,100,390",13,391,,120,0,"Hitch spends more time chatting with interesting people, further increasing the damage of your Champions with a high charisma score.",1036.0,Charismatic,,
1,"hero_dps_multiplier_mult,100",13,392,,135,0,,,,,
1,"hero_dps_multiplier_mult,200",13,393,,165,0,,,,,
1,"add_attack_targets,1,39",13,394,,190,386,,,,,
1,"hero_dps_multiplier_mult,200",13,395,,215,0,,,,,
1,"hero_dps_multiplier_mult,200",13,396,,250,0,,,,,
1,"hero_dps_multiplier_mult,300",13,397,,290,0,,,,,
1,"add_attack_targets,1,39",13,398,,310,386,,,,,
1,"hero_dps_multiplier_mult,200",13,399,,345,0,,,,,
1,"global_dps_multiplier_mult,100",13,400,,360,0,,,,,
1,"hero_dps_multiplier_mult,300",13,401,,390,0,,,,,
1,"hero_dps_multiplier_mult,100",13,402,,425,386,,,,,
1,"add_attack_targets,1,39",13,403,,440,386,,,,,
1,"hero_dps_multiplier_mult,100",13,404,,465,0,,,,,
1,"hero_dps_multiplier_mult,300",13,405,,425,391,,,,,
1,"buff_upgrade,200,390",13,406,,190,391,,,,,
1,"buff_upgrade,200,390",13,407,,310,391,,,,,
1,"buff_upgrade,100,390",13,408,,440,391,,,,,
1,"add_attack_targets,1",14,409,,50,0,,,,,
1,"effect_def,36",14,410,Golden Palm,30,0,,,,"Enemies that Stoki attacks drop additional gold when killed. The more enemies she attacks, the more gold you'll get.",
1,"effect_def,37",14,411,Ki Strike,100,0,"Stoki focuses her ki on delivering specific strikes to each enemy she attacks, increasing the damage her targets take from other champions for the next few seconds.",1118.0,Ki Strike,"If you chose the Ki Strike specialization, enemies that Stoki attacks take additional damage from other champions for a few seconds.",
1,"add_attack_targets,1",14,412,,100,0,"Stoki focuses her ki on attacking more targets with each attack, increasing the potential number of targets affected by her ability that increases gold drops.",1119.0,Extra Attacks,,
1,"hero_dps_multiplier_mult,200",14,413,,15,0,,,,,
1,"hero_dps_multiplier_mult,300",14,414,,75,0,,,,,
1,"hero_dps_multiplier_mult,200",14,415,,110,0,,,,,
1,"hero_dps_multiplier_mult,200",14,416,,130,0,,,,,
1,"hero_dps_multiplier_mult,300",14,417,,150,0,,,,,
1,"hero_dps_multiplier_mult,300",14,418,,170,0,,,,,
1,"add_attack_targets,1",14,419,,185,412,,,,,
1,"hero_dps_multiplier_mult,200",14,420,,200,0,,,,,
1,"global_dps_multiplier_mult,100",14,421,,210,0,,,,,
1,"hero_dps_multiplier_mult,300",14,422,,225,0,,,,,
1,"hero_dps_multiplier_mult,200",14,423,,245,0,,,,,
1,"hero_dps_multiplier_mult,300",14,424,,270,0,,,,,
1,"add_attack_targets,1",14,425,,280,412,,,,,
1,"hero_dps_multiplier_mult,300",14,426,,300,0,,,,,
1,"hero_dps_multiplier_mult,200",14,427,,325,0,,,,,
1,"hero_dps_multiplier_mult,200",14,428,,345,0,,,,,
1,"hero_dps_multiplier_mult,100",14,429,,365,0,,,,,
1,"hero_dps_multiplier_mult,200",14,430,,390,0,,,,,
1,"add_attack_targets,1",14,431,,400,412,,,,,
1,"hero_dps_multiplier_mult,300",14,432,,425,0,,,,,
1,"hero_dps_multiplier_mult,300",14,531,,470,0,,,,,
1,"add_attack_targets,1",14,434,,380,411,,,,,
1,"buff_upgrade,50,411",14,435,,185,411,,,,,
1,"buff_upgrade,50,411",14,436,,400,411,,,,,
1,"hero_dps_multiplier_mult,100",14,437,,120,412,,,,,
1,"set_ultimate_attack,43",14,438,,65,0,,,,,
1,"hero_dps_multiplier_mult,200",11,442,,25,0,,,,,
1,"hero_dps_multiplier_mult,100",15,443,,35,0,,,,,
1,"effect_def,42",15,444,Eldritch Strike,135,0,,,,Enemies that Krond attacks multiple times take extra damage from his Cantrips.,
1,"effect_def,39",15,445,Cantrip: Thunderclap,60,0,Add the Thunderclap cantrip to Krond's attacks. Thunderclap deals AOE damage to all nearby enemies.,1355.0,Cantrip: Thunderclap,"Krond casts the Thunderclap cantrip when he attacks, dealing AOE damage to all nearby enemies.",
1,"effect_def,40",15,446,Cantrip: Shocking Grasp,60,0,Add the Shocking Grasp cantrip to Krond's attacks. Shocking Grasp deals additional damage to Krond's primary target.,1354.0,Cantrip: Shocking Grasp,"Krond casts the Shocking Grasp cantrip when he attacks, dealing additional damage to his primary target.",
1,"effect_def,41",15,447,Cantrip: Fire Bolt,60,0,Add the Fire Bolt cantrip to Krond's attacks. Fire Bolt deals additional damage to three random enemies.,1353.0,Cantrip: Fire Bolt,"Krond casts the Fire Bolt cantrip when he attacks, dealing additional damage to three random enemies.",
1,"hero_dps_multiplier_mult,100",15,448,,80,0,,,,,
1,"hero_dps_multiplier_mult,100",15,449,,100,0,,,,,
1,"hero_dps_multiplier_mult,200",15,450,,120,0,,,,,
1,"hero_dps_multiplier_mult,200",15,451,,150,0,,,,,
1,"hero_dps_multiplier_mult,200",15,452,,165,0,,,,,
1,"hero_dps_multiplier_mult,100",15,453,,190,0,,,,,
1,"hero_dps_multiplier_mult,200",15,454,,210,0,,,,,
1,"buff_ultimate,100",15,455,,220,0,,,,,unlock_ultimate
1,"hero_dps_multiplier_mult,200",15,456,,235,0,,,,,
1,"hero_dps_multiplier_mult,100",15,457,,265,0,,,,,
1,"hero_dps_multiplier_mult,100",15,458,,275,0,,,,,
1,"hero_dps_multiplier_mult,300",15,459,,300,0,,,,,
1,"hero_dps_multiplier_mult,100",15,460,,330,0,,,,,
1,"hero_dps_multiplier_mult,200",15,461,,355,0,,,,,
1,"hero_dps_multiplier_mult,200",15,462,,385,0,,,,,
1,"hero_dps_multiplier_mult,300",15,463,,420,0,,,,,
1,"set_ultimate_attack,50",15,464,,175,0,,,,,
1,"hero_dps_multiplier_mult,100",1,465,,940,6,,,,,
1,"hero_dps_multiplier_mult,100",1,466,,980,0,,,,,
1,"hero_dps_multiplier_mult,200",1,469,,940,7,,,,,
1,"buff_upgrade,200,2",1,468,,1030,6,,,,,
1,"buff_upgrade,200,4",1,470,,1030,7,,,,,
1,"hero_dps_multiplier_mult,200",2,471,,570,0,,,,,
1,"hero_dps_multiplier_mult,300",2,472,,610,0,,,,,
1,"buff_upgrade,100,24",2,473,,590,29,,,,,
1,"global_dps_multiplier_mult,100",2,474,,590,30,,,,,
1,"hero_dps_multiplier_mult,300",3,475,,365,0,,,,,
1,"hero_dps_multiplier_mult,100",3,476,,380,0,,,,,
1,"hero_dps_multiplier_mult,200",3,477,,400,0,,,,,
1,"buff_upgrade,100,38",3,478,,405,43,,,,,
1,"health_add,5800000000000000000",3,479,,360,44,,,,,increase_health
1,"hero_dps_multiplier_mult,200",4,480,,550,0,,,,,
1,"buff_upgrade,100,52",4,481,,575,58,,,,,
1,"buff_upgrade,200,55",4,482,,575,59,,,,,
1,"hero_dps_multiplier_mult,100",4,483,,605,0,,,,,
1,"hero_dps_multiplier_mult,200",5,484,,540,0,,,,,
1,"hero_dps_multiplier_mult,300",5,485,,560,0,,,,,
1,"hero_dps_multiplier_mult,200",5,486,,600,0,,,,,
1,"buff_upgrade,100,71",5,487,,575,75,,,,,
1,"global_dps_multiplier_mult,100",5,488,,645,0,,,,,
1,"hero_dps_multiplier_mult,200",6,489,,250,0,,,,,
1,"buff_upgrade,100,90",6,490,,265,90,,,,,
1,"buff_upgrade,100,91",6,491,,265,91,,,,,
1,"buff_upgrade,100,92",6,492,,265,92,,,,,
1,"hero_dps_multiplier_mult,400",6,493,,270,0,,,,,
1,"hero_dps_multiplier_mult,300",7,494,,320,0,,,,,
1,"hero_dps_multiplier_mult,200",7,495,,360,0,,,,,
1,"buff_upgrade,50,108",7,496,,350,108,,,,,
1,"buff_upgrade,50,109",7,497,,350,109,,,,,
1,"buff_upgrade,50,110",7,498,,350,110,,,,,
1,"buff_upgrade,50,111",7,499,,350,111,,,,,
1,"buff_upgrade,50,112",7,500,,350,112,,,,,
1,"hero_dps_multiplier_mult,200",8,501,,1020,0,,,,,
1,"hero_dps_multiplier_mult,200",8,502,,1060,0,,,,,
1,"buff_upgrade,100,125",8,503,,1150,129,,,,,
1,"buff_upgrade,100,128",8,504,,1150,130,,,,,
1,"buff_upgrade,100,139",9,506,,80,139,,,,,
1,"buff_upgrade,200,140",9,508,,80,140,,,,,
1,"hero_dps_multiplier_mult,100",9,507,,85,0,,,,,
1,"hero_dps_multiplier_mult,100",9,509,,90,0,,,,,
1,"hero_dps_multiplier_mult,200",10,510,,430,0,,,,,
1,"hero_dps_multiplier_mult,300",10,511,,500,0,,,,,
1,"hero_dps_multiplier_mult,100",10,512,,550,0,,,,,
1,"health_add,6100000000000000000",10,513,,445,146,,,,,increase_health
1,"buff_upgrade,900,151",10,514,,440,146,,,,,increase_health
1,"health_add,48000000000000000000",10,515,,480,146,,,,,increase_health
1,"buff_upgrade,1100,151",10,516,,485,146,,,,,increase_health
1,"health_add,530000000000000000000",10,517,,530,146,,,,,increase_health
1,"buff_upgrade,900,151",10,518,,525,146,,,,,increase_health
1,"hero_dps_multiplier_mult,100",11,519,,90,0,,,,,
1,"hero_dps_multiplier_mult,200",11,520,,115,0,,,,,
1,"hero_dps_multiplier_mult,100",11,521,,105,240,,,,,
1,"hero_dps_multiplier_mult,100",12,522,,30,243,,,,,
1,"hero_dps_multiplier_mult,100",12,523,,35,243,,,,,
1,"health_add,110000000000000000000",12,524,,30,244,,,,,increase_health
1,"hero_dps_multiplier_mult,200",12,525,,35,244,,,,,
1,"hero_dps_multiplier_mult,200",13,526,,485,0,,,,,
1,"hero_dps_multiplier_mult,200",13,527,,535,0,,,,,
1,"global_dps_multiplier_mult,200",13,528,,510,391,,,,,
1,"global_dps_multiplier_mult,300",13,529,,510,386,,,,,
1,"hero_dps_multiplier_mult,100",14,530,,450,0,,,,,
1,"buff_upgrade,50,411",14,532,,475,411,,,,,
1,"hero_dps_multiplier_mult,100",14,533,,490,0,,,,,
1,"buff_upgrade,50,444",15,534,,440,0,,,,,
1,"hero_dps_multiplier_mult,200",15,535,,460,0,,,,,
1,"hero_dps_multiplier_mult,100",15,536,,480,0,,,,,
1,"buff_upgrade,400,26",2,537,,545,0,,,,,increase_health
1,"buff_upgrade,700,26",2,538,,575,0,,,,,increase_health
1,"buff_upgrade,800,26",2,539,,600,0,,,,,increase_health
1,"buff_upgrade,500,72",5,540,,545,0,,,,,increase_health
1,"buff_upgrade,500,72",5,541,,570,0,,,,,increase_health
1,"buff_upgrade,500,72",5,542,,595,0,,,,,increase_health
1,"buff_upgrade,500,72",5,543,,615,0,,,,,increase_health
1,"buff_upgrade,400,150",10,544,,440,145,,,,,increase_health
1,"buff_upgrade,300,150",10,545,,465,145,,,,,increase_health
1,"buff_upgrade,200,150",10,546,,495,145,,,,,increase_health
1,"buff_upgrade,600,150",10,547,,525,145,,,,,increase_health
1,"damage_reduction,25",16,548,Hardened Shell,25,0,,,,,
1,"effect_def,47",16,549,Grandmotherly Love,90,0,,,,"Gromma increases the damage of other champions in the formation based on their age; the younger they are, the greater the buff.",unlock_ability
1,"set_ultimate_attack,59",16,550,,255,0,,,,,
1,"effect_def,48",16,551,,130,0,Gromma gains Stoneskin. A future upgrade will cause enemies that hit her to take extra damage.,1485.0,Circle of the Mountain,Gromma focuses on protecting those in the formation by reducing damage taken from ranged attackers.,
1,"effect_def,49",16,552,,130,0,Gromma now casts Sleet Storm when attacking. A future upgrade will cause affected enemies to take additional damage from all attacks.,1484.0,Circle of the Arctic,Gromma focuses on supporting those in the formation by reducing the effectiveness of enemies she hits.,
1,"effect_def,50",16,553,,130,0,Gromma now casts Melf's Acid Arrow as her primary attack. A future upgrade will cause it to do AOE damage as well.,1486.0,Circle of the Swamp,Gromma focuses on damaging the formation's enemies by using a powerful ranged spell to attack.,
1,"return_damage_when_hit,25",16,554,Spiked Shell,200,551,,,,,upgrade_ability
1,"effect_def,52",16,555,Freezing Breeze,200,552,,,,,upgrade_ability
1,"effect_def,53",16,556,Acid Splash,200,553,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",16,557,,15,0,,,,,
1,"hero_dps_multiplier_mult,300",16,558,,45,0,,,,,
1,"hero_dps_multiplier_mult,200",16,559,,70,0,,,,,
1,"hero_dps_multiplier_mult,300",16,560,,100,0,,,,,
1,"hero_dps_multiplier_mult,400",16,561,,115,0,,,,,
1,"hero_dps_multiplier_mult,400",16,562,,145,551,,,,,
1,"hero_dps_multiplier_mult,400",16,563,,145,552,,,,,
1,"hero_dps_multiplier_mult,600",16,564,,145,553,,,,,
1,"hero_dps_multiplier_mult,300",16,565,,165,0,,,,,
1,"buff_upgrade,100,549",16,566,,175,551,,,,,
1,"buff_upgrade,200,549",16,567,,175,552,,,,,
1,"buff_upgrade,100,549",16,568,,175,553,,,,,
1,"hero_dps_multiplier_mult,400",16,569,,190,0,,,,,
1,"hero_dps_multiplier_mult,300",16,570,,210,0,,,,,
1,"hero_dps_multiplier_mult,200",16,571,,235,0,,,,,
1,"hero_dps_multiplier_mult,200",16,572,,270,551,,,,,
1,"hero_dps_multiplier_mult,200",16,573,,270,552,,,,,
1,"hero_dps_multiplier_mult,300",16,574,,270,553,,,,,
1,"hero_dps_multiplier_mult,200",16,575,,250,0,,,,,
1,"buff_upgrade,100,554",16,576,,285,551,,,,,
1,"buff_upgrade,100,555",16,577,,285,552,,,,,
1,"buff_upgrade,100,556",16,578,,285,553,,,,,
1,"hero_dps_multiplier_mult,200",16,589,,385,0,,,,,
1,"hero_dps_multiplier_mult,300",16,579,,295,0,,,,,
1,"hero_dps_multiplier_mult,300",16,580,,320,0,,,,,
1,"buff_upgrade,100,549",16,581,,330,0,,,,,
1,"hero_dps_multiplier_mult,100",16,582,,340,0,,,,,
1,"global_dps_multiplier_mult,100",16,583,,355,551,,,,,
1,"global_dps_multiplier_mult,200",16,584,,355,552,,,,,
1,"global_dps_multiplier_mult,100",16,585,,355,553,,,,,
1,"hero_dps_multiplier_mult,400",16,586,,365,551,,,,,
1,"hero_dps_multiplier_mult,400",16,587,,365,552,,,,,
1,"hero_dps_multiplier_mult,500",16,588,,365,553,,,,,
1,"buff_upgrade,100,554",16,590,,400,551,,,,,
1,"buff_upgrade,100,555",16,591,,400,552,,,,,
1,"buff_upgrade,100,556",16,592,,400,553,,,,,
1,"hero_dps_multiplier_mult,200",16,593,,410,0,,,,,
1,"hero_dps_multiplier_mult,300",16,594,,440,0,,,,,
1,"set_ultimate_attack,61",17,595,,280,0,,,,,
1,"effect_def,60",17,596,Skill Empowerment,70,0,,,,Dhadius's Skill Empowerment spell affects all Champions within 2 formation slots of himself. Place intelligent Champions near Dhadius to make use of his blunder.,unlock_ability
1,"effect_def,61",17,597,Practice Makes Perfect,140,0,,,,Dhadius' Chromatic Orb attack does more and more damage the more times he casts the same element in a row. Can you get lucky!?,unlock_ability
1,"effect_def,62",17,598,,210,0,Chromatic orbs now damage all enemies in a small radius near the enemy they hit.,1648.0,Empowered Orbs,,upgrade_ability
1,"buff_upgrade,200,596",17,599,,210,0,Skill Empowerment increases the damage of intelligent Champions by even more.,1647.0,Empowered Empowerment,,
1,"buff_upgrade,100,596",17,600,,105,0,,,,,
1,"global_dps_multiplier_mult,100",17,602,,30,0,,,,,
1,"hero_dps_multiplier_mult,200",17,603,,20,0,,,,,
1,"hero_dps_multiplier_mult,100",17,604,,55,0,,,,,
1,"global_dps_multiplier_mult,100",17,605,,90,0,,,,,
1,"hero_dps_multiplier_mult,200",17,606,,110,0,,,,,
1,"hero_dps_multiplier_mult,100",17,607,,130,0,,,,,
1,"buff_upgrade,100,596",17,608,,150,0,,,,,
1,"hero_dps_multiplier_mult,300",17,609,,160,0,,,,,
1,"hero_dps_multiplier_mult,200",17,610,,180,0,,,,,
1,"global_dps_multiplier_mult,200",17,611,,200,0,,,,,
1,"hero_dps_multiplier_mult,100",17,612,,75,0,,,,,
1,"hero_dps_multiplier_mult,300",17,613,,220,0,,,,,
1,"hero_dps_multiplier_mult,200",17,614,,235,0,,,,,
1,"buff_upgrade,100,596",17,615,,250,0,,,,,
1,"hero_dps_multiplier_mult,200",17,616,,260,0,,,,,
1,"hero_dps_multiplier_mult,300",17,617,,290,0,,,,,
1,"hero_dps_multiplier_mult,200",17,618,,315,0,,,,,
1,"hero_dps_multiplier_mult,100",17,619,,335,598,,,,,
1,"hero_dps_multiplier_mult,200",17,620,,360,0,,,,,
1,"hero_dps_multiplier_mult,300",17,621,,390,0,,,,,
1,"hero_dps_multiplier_mult,300",17,622,,425,0,,,,,
1,"hero_dps_multiplier_mult,100",17,623,,445,0,,,,,
1,"hero_dps_multiplier_mult,200",17,624,,480,0,,,,,
1,"hero_dps_multiplier_mult,200",17,625,,505,0,,,,,
1,"global_dps_multiplier_mult,200",17,626,,300,0,,,,,
1,"global_dps_multiplier_mult,200",17,627,,405,0,,,,,
1,"buff_upgrade,100,596",17,628,,350,0,,,,,
1,"buff_upgrade,200,596",17,629,,435,0,,,,,
1,"buff_upgrade,100,596",17,630,,500,0,,,,,
1,"global_dps_multiplier_mult,100",17,631,,135,0,,,,,
1,"effect_def,64",18,632,Icingdeath,25,0,,,,"Drizzt deals additional random frost damage whenever he attacks, making him an excellet damage dealer.",
1,"effect_def,65",18,633,Twinkle,50,0,,,,Enemies damaged by Drizzt have a 50% chance to miss the next time they attack.,
1,"effect_def,66",18,634,Companions of the Hall,75,0,,,,,
1,"effect_def,67",18,635,,100,0,Drizzt's base attack now does AOE; this spec has slightly lower damage buffs than Drow Stalker,1964.0,Whirl of Steel,,
1,"effect_def,68",18,636,,100,0,Drizzt's base attack now hits 3 times targetting the three closest enemies; this spec has slightly higher damage buffs than Whirl of Steel,1963.0,Drow Stalker,,
1,"buff_upgrade,100,632",18,637,,80,0,,,,,
1,"buff_upgrade,100,634",18,638,,110,0,,,,,
1,"set_ultimate_attack,66",18,639,,60,0,,,,,
1,"effect_def,69",19,640,Blessed Hammer,40,0,,,,Barrowin causes adjacent Champions to do additional damage whenever she attacks.,unlock_ability
1,"effect_def,70",19,641,Healing Word,20,0,,,,Barrowin heals Champions in the same column as her. Place her in a column that takes a lot of damage!,increase_health
1,"effect_def,71",19,642,Shield of Faith,50,0,,,,,unlock_ability
1,"buff_upgrade,200,640",19,643,,80,0,"Barrowin's Blessed Hammer is more effective, causing her allies to do even more damage.",1871.0,Greater Blessing,,
1,"buff_upgrade,100,641",19,644,,80,0,"Barrowin's Healing Word is more effective, causing her to heal for even more.",1870.0,Booming Voice,,
1,"buff_upgrade,100,640",19,645,,110,0,,,,,
1,"buff_upgrade,600,641",19,646,,70,0,,,,,increase_health
1,"set_ultimate_attack,68",19,647,,120,0,,,,,
1,"hero_dps_multiplier_mult,200",18,648,,15,0,,,,,
1,"hero_dps_multiplier_mult,100",18,649,,40,0,,,,,
1,"hero_dps_multiplier_mult,200",18,650,,55,0,,,,,
1,"hero_dps_multiplier_mult,100",18,651,,70,0,,,,,
1,"hero_dps_multiplier_mult,100",18,652,,85,0,,,,,
1,"hero_dps_multiplier_mult,100",18,653,,105,0,,,,,
1,"buff_upgrade,100,632",18,655,,115,0,,,,,
1,"hero_dps_multiplier_mult,100",18,656,,125,0,,,,,
1,"buff_upgrade,100,634",18,657,,135,0,,,,,
1,"hero_dps_multiplier_mult,100",18,658,,145,0,,,,,
1,"global_dps_multiplier_mult,100",18,659,,150,0,,,,,
1,"hero_dps_multiplier_mult,200",18,660,,165,0,,,,,
1,"buff_upgrade,100,632",18,661,,175,0,,,,,
1,"hero_dps_multiplier_mult,200",18,662,,190,0,,,,,
1,"buff_upgrade,100,634",18,663,,200,0,,,,,
1,"hero_dps_multiplier_mult,100",19,665,,55,0,,,,,
1,"hero_dps_multiplier_mult,100",19,666,,95,0,,,,,
1,"hero_dps_multiplier_mult,200",19,667,,125,0,,,,,
1,"hero_dps_multiplier_mult,200",19,668,,160,0,,,,,
1,"hero_dps_multiplier_mult,200",19,669,,195,0,,,,,
1,"hero_dps_multiplier_mult,200",19,670,,235,0,,,,,
1,"hero_dps_multiplier_mult,100",19,671,,250,0,,,,,
1,"hero_dps_multiplier_mult,100",19,672,,285,0,,,,,
1,"hero_dps_multiplier_mult,200",19,673,,310,0,,,,,
1,"buff_upgrade,400,641",19,674,,45,0,,,,,increase_health
1,"buff_upgrade,300,641",19,675,,90,0,,,,,increase_health
1,"buff_upgrade,500,641",19,676,,115,0,,,,,increase_health
1,"buff_upgrade,500,641",19,677,,140,0,,,,,increase_health
1,"buff_upgrade,600,641",19,678,,165,0,,,,,increase_health
1,"buff_upgrade,700,641",19,679,,190,0,,,,,increase_health
1,"buff_upgrade,400,641",19,680,,210,0,,,,,increase_health
1,"buff_upgrade,400,641",19,681,,230,0,,,,,increase_health
1,"buff_upgrade,700,641",19,682,,255,0,,,,,increase_health
1,"buff_upgrade,600,641",19,683,,275,0,,,,,increase_health
1,"buff_upgrade,600,641",19,684,,300,0,,,,,increase_health
1,"buff_upgrade,400,641",19,685,,320,0,,,,,increase_health
1,"global_dps_multiplier_mult,100",19,686,,65,0,,,,,
1,"global_dps_multiplier_mult,100",19,687,,135,0,,,,,
1,"global_dps_multiplier_mult,100",19,688,,225,0,,,,,
1,"global_dps_multiplier_mult,100",19,689,,305,0,,,,,
1,"hero_dps_multiplier_mult,200",18,690,,210,0,,,,,
1,"buff_upgrade,100,640",19,691,,155,0,,,,,
1,"buff_upgrade,100,640",19,692,,200,0,,,,,
1,"buff_upgrade,100,640",19,693,,260,0,,,,,
1,"buff_upgrade,100,640",19,694,,325,0,,,,,
1,"effect_def,75",20,695,Ruby Encouragement,50,0,Regis will increase the damage of Champions in the column directly in front of him.,1998.0,Ruby Encouragement (Ahead),Regis increases the damage of Champions in the column in front on him. Place him directly behind your best damage dealers!,
1,"effect_def,76",20,696,Ruby Encouragement,50,0,Regis will increase the damage of Champions in the column directly behind him.,1997.0,Ruby Encouragement (Behind),Regis increases the damage of Champions in the column right behind him. Place him directly in front of your best damage dealers!,
1,"effect_def,77",20,697,Ruby Weakness,250,0,Regis increases the damage taken by monsters from ranged attacks.,2001.0,Ruby Weakness (Ranged),Regis increases the damage taken by monsters from ranged attacks. Make sure your best damage dealers attack with ranged damage!,
1,"effect_def,78",20,698,Ruby Weakness,250,0,Regis increases the damage taken by monsters from melee attacks.,2000.0,Ruby Weakness (Melee),Regis increases the damage taken by monsters from melee attacks. Make sure your best damage dealers attack with melee damage!,
1,"effect_def,79",20,699,Ruby Weakness,250,0,Regis increases the damage taken by monsters from magic attacks.,1999.0,Ruby Weakness (Magic),Regis increases the damage taken by monsters from magic attacks. Make sure your best damage dealers attack with magic damage!,
1,"set_ultimate_attack,72",20,700,,100,0,,,,,
1,"hero_dps_multiplier_mult,200",20,701,,10,0,,,,,
1,"global_dps_multiplier_mult,100",20,702,,25,0,,,,,
1,"buff_upgrades,100,695,696",20,703,,90,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",20,705,,30,0,,,,,
1,"hero_dps_multiplier_mult,200",20,706,,55,0,,,,,
1,"hero_dps_multiplier_mult,200",20,707,,75,0,,,,,
1,"hero_dps_multiplier_mult,200",20,708,,105,0,,,,,
1,"hero_dps_multiplier_mult,200",20,709,,125,0,,,,,
1,"hero_dps_multiplier_mult,200",20,710,,160,0,,,,,
1,"hero_dps_multiplier_mult,200",20,711,,190,0,,,,,
1,"hero_dps_multiplier_mult,200",20,712,,230,0,,,,,
1,"hero_dps_multiplier_mult,200",20,713,,245,0,,,,,
1,"hero_dps_multiplier_mult,200",20,714,,275,0,,,,,
1,"hero_dps_multiplier_mult,200",20,715,,300,0,,,,,
1,"hero_dps_multiplier_mult,200",20,716,,320,0,,,,,
1,"hero_dps_multiplier_mult,300",20,717,,355,0,,,,,
1,"hero_dps_multiplier_mult,300",20,718,,385,0,,,,,
1,"hero_dps_multiplier_mult,300",20,719,,425,0,,,,,
1,"hero_dps_multiplier_mult,300",20,720,,460,0,,,,,
1,"hero_dps_multiplier_mult,300",20,721,,505,0,,,,,
1,"hero_dps_multiplier_mult,300",20,722,,530,0,,,,,
1,"hero_dps_multiplier_mult,300",20,723,,575,0,,,,,
1,"hero_dps_multiplier_mult,300",20,724,,615,0,,,,,
1,"hero_dps_multiplier_mult,400",20,725,,670,0,,,,,
1,"hero_dps_multiplier_mult,400",20,726,,715,0,,,,,
1,"hero_dps_multiplier_mult,100",20,727,,735,0,,,,,
1,"global_dps_multiplier_mult,100",20,728,,65,0,,,,,
1,"global_dps_multiplier_mult,100",20,729,,175,0,,,,,
1,"global_dps_multiplier_mult,100",20,730,,340,0,,,,,
1,"global_dps_multiplier_mult,100",20,731,,485,0,,,,,
1,"global_dps_multiplier_mult,100",20,732,,590,0,,,,,
1,"buff_upgrades,100,695,696",20,733,,200,0,,,,,upgrade_ability
1,"buff_upgrades,100,695,696",20,734,,430,0,,,,,upgrade_ability
1,"buff_upgrades,100,695,696",20,735,,290,0,,,,,upgrade_ability
1,"buff_upgrades,100,695,696",20,736,,550,0,,,,,upgrade_ability
1,"buff_upgrades,50,697,698,699",20,737,,515,0,,,,,upgrade_ability
1,"buff_upgrades,50,697,698,699",20,738,,700,0,,,,,upgrade_ability
1,"buff_upgrades,200,695,696",20,739,,650,0,,,,,upgrade_ability
1,"buff_upgrades,100,695,696",20,740,,725,0,,,,,upgrade_ability
1,"effect_def,83",21,741,Song of Battle,25,0,,,,Birdsong increases the damage of Champions within two slots of her. Place her near your highest damage Champions.,unlock_ability
1,"effect_def,84",21,742,Tempo of Battle,80,0,,,,,unlock_ability
1,"effect_def,86",21,743,Tempo of Victory,125,0,,,,Birdsong's buff increases even more when she gets kills. Arrange your formation so she can effectively kill enemies.,unlock_ability
1,"add_attack_targets,1,74",21,744,Impressive Bladework,40,0,,,,,
1,"effect_def,88",21,745,Theme of Valor,100,0,"""Good"" Champions receive twice the benefit from Song of Battle.",2124.0,Theme of Valor,,
1,"effect_def,89",21,746,Theme of Consideration,100,0,"""Neutral"" Champions receive twice the benefit from Song of Battle.",2122.0,Theme of Consideration,,
