export_params,fs,graphic,id,p,type,v
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_JeweledGoblet,500,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_PaintPail,501,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_Pitchfork,502,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_QuestionableBook,503,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_RitualCandle,504,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_SymbolSketches,505,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_TatteredTapestry,506,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_TreasureChestKeys,507,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheCursedFarmer_VultureFeathers,508,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_AnimatedStone,509,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_BanditBoots,510,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_CharredJournal,511,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_CondensedPortalEnergy,512,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_DemonSpines,513,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_DustyRelic,514,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_EvilAura,515,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_ImpCharm,516,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_ImpHorn,517,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_SatyrPanpipes,518,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_ShatteredShackles,519,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_SoftlyGlowingFlower,520,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_StoneClaws,521,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_WardNecklaces,522,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTheMadWizard_WardSmasher,523,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_BanditMask,524,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_Berry,525,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_DwarvenRelic,526,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_MilkBucket,527,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_OrbSmasher,528,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_PoorDirections,529,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_RabbitCarcass,530,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_RescuedTraveler,531,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_SteinOfBeer,532,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_ToGoStein,533,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTTutorial_Wildflower,534,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_ChippedSymbol,535,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_ClothingScrap,536,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_CoilOfRope,537,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_DustyCloth,538,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_GoblinEar,539,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_GoblinLegWarmers,540,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_Honeycomb,541,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_HuntersTrap,542,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_Journal,543,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_Lantern,544,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_LongSilkStrand,545,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_OreSample,546,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_Pickaxe,547,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_RustedRing,548,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_Tapestry,549,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_TrappedMiner,550,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TheGrandTour/Icon_Quests_GTUnearthedEvil_WoodenHammer,551,0,1,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/BeastIntentions/ForestHuntersCamp_Near,552,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/BeastIntentions/ForestTrailTemple_Near,553,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/BeastIntentions/TempleHighPriest_Near,554,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/BeastIntentions/TempleKitchen_Near,555,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/BeastIntentions/TempleHallwayStainglass_Near,556,0,6,1
"{'uses': ['icon'], 'export_animation': True}",0,Icons/GemIcon,557,0,1,1
"{'uses': ['icon'], 'export_animation': True}",0,Icons/BossPouchIcon,558,0,1,3
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Farm/Farm_01_Near,559,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Farm/Farm_01_Mid,560,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Farm/Farm_01_Far,561,0,6,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Bear_2,562,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Bear_3,563,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Boar_2,564,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Boar_3,565,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_CursedCow_2,566,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_CursedCow_3,567,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_cursedRat,568,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_GiantFrog_2,569,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_GiantFrog_3,570,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_GiantRat_2,571,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_GiantRat_3,572,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Rabbit_1,573,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Rabbit_2,574,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_SwarmOfFlies_2,575,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_WolfPup_2,576,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_WolfPup_3,577,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Wolf_2,578,0,3,1
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Wolf_3,579,0,3,1
{'uses': ['monster']},0,Monsters/Devils/Monster_Devil_LesserImpMelee_2,581,0,3,1
{'uses': ['monster']},0,Monsters/Devils/Monster_Devil_LesserImpMelee_3,582,0,3,1
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_Fire,583,0,3,1
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_LesserFire_2,584,0,3,1
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_LesserFire_3,585,0,3,1
{'uses': ['monster']},0,Monsters/Fey/Monster_Fey_GladeHag,586,0,3,1
{'uses': ['monster']},0,Monsters/Fey/Monster_Fey_SatyrMelee_2,587,0,3,1
{'uses': ['monster']},0,Monsters/Fey/Monster_Fey_SatyrMelee_3,588,0,3,1
{'uses': ['monster']},0,Monsters/Fey/Monster_Fey_SatyrRanged_2,589,0,3,1
{'uses': ['monster']},0,Monsters/Fey/Monster_Fey_SatyrRanged_3,590,0,3,1
{'uses': ['monster']},0,Monsters/Fiends/Monster_Fiend_Dretch,591,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Humanoid_Monster_GnollSlimed_2,592,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Humanoid_Monster_GnollSlimed_3,593,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_BanditMelee_2,594,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_BanditMelee_3,595,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_DrunkPatron_2,596,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_DrunkPatron_3,597,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_HalfOrcBandit_3,598,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_HumanBanditRanged_2,599,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_MadWizardVisage,600,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Werebear_3,601,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Wereboar_2,602,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Wereboar_3,603,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Wererat_1,604,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Wererat_3,605,0,3,1
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Werewolf_3,606,0,3,1
{'uses': ['monster']},0,Monsters/Plants/Monster_Plants_LesserWoodWoad_1,607,0,3,1
{'uses': ['monster']},0,Monsters/Plants/Monster_Plants_LesserWoodWoad_2,608,0,3,1
{'uses': ['monster']},0,Monsters/Plants/Monster_Plants_LesserWoodWoad_3,609,0,3,1
{'uses': ['monster']},0,Monsters/Plants/Monster_Plants_ShamblingMound,610,0,3,1
{'uses': ['crusader']},0,Characters/Hero_Arkhan,611,0,3,5
{'uses': ['crusader']},0,Characters/Hero_Jamilah,612,0,3,1
{'uses': ['crusader']},0,Characters/Hero_Arkhan_Large,613,0,3,1
{'uses': ['crusader']},0,Characters/Hero_Jamilah_Large,614,0,3,1
{'uses': ['portrait']},0,Portraits/Portrait_Arkhan,615,0,1,3
{'uses': ['portrait']},0,Portraits/Portrait_Jamilah,616,0,1,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Mountain/MountainEdgeClearing_Near,617,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Mountain/MountainGnollCamp_Near,618,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Plains/PlainsRoadway_Near,619,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Farm/FarmRoadway_Near,620,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Farm/FarmClearing_Mid,621,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Farm/FarmClearing_Back,622,0,6,1
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Tower/Tower_Near,623,0,6,11
{'uses': ['effect']},0,Effects/Ultimate_CelesteHeal_Glow,624,0,1,1
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Ultimate_NayeliElectricity,625,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ElectricityStun,626,0,1,1
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Bangles1,627,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Bangles2,628,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Bangles3,629,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_BootsOfElvenKind1,630,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_BootsOfElvenKind2,631,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_BootsOfElvenKind3,632,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Greatsword1,633,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Greatsword2,634,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Greatsword3,635,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_PeriaptOfWoundClosure1,636,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_PeriaptOfWoundClosure2,637,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_PeriaptOfWoundClosure3,638,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_RingOfProtection1,639,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_RingOfProtection2,640,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_RingOfProtection3,641,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Scarf1,642,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Scarf2,643,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Jamilah/Icon_Equipment_Jamilah_Scarf3,644,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Bonecleaver1,645,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Bonecleaver2,646,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Bonecleaver3,647,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_HolySymbol1,648,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_HolySymbol2,649,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_HolySymbol3,650,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Pauldron1,651,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Pauldron2,652,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Pauldron3,653,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Shield1,654,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Shield2,655,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_Shield3,656,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_UnholyWater1,657,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_UnholyWater2,658,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_UnholyWater3,659,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_WreathOfThePrism1,660,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_WreathOfThePrism2,661,0,1,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Arkhan/Icon_Equipment_Arkhan_WreathOfThePrism3,662,0,1,4
{'uses': ['distraction']},0,Distractions/Distraction_Forest_SuspiciousRock,663,0,3,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Ultimate_BooEffect,664,0,3,1
"{'available_sizes': ['default', '30x30'], 'uses': ['icon']}",0,Icons/Icon_InventoryBag,665,0,1,1
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_ArkhanChango,666,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_ArkhanFireBreath,667,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Asharra,668,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Bruenor,669,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Calliope,670,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Celeste,671,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Delina,672,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Jamilah,673,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Jarlaxle,674,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Makos,675,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Minsc,676,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_Nayeli,677,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_TyrilBite,678,0,1,2
"{'available_sizes': ['default', '30x30'], 'uses': ['icon'], 'compress': False}",0,Icons/Ultimates/Icon_Ultimate_TyrilSunbeam,679,0,1,2
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_BanishingSmite_Ground,680,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_BanishingSmite_Hit,681,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameStrike_ImpactBack,682,0,3,4
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameStrike_ImpactFront,683,0,3,6
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameStrike_Particle1,684,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameStrike_Particle2,685,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_IceStorm_Hit,686,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_IceStorm_Projectile,687,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_WitchBolt_Hit,688,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_WitchBolt_Segment1,689,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_WitchBolt_Segment2,690,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_WitchBolt_Segment3,691,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameBreath_Particle4,692,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameBreath_Particle5,693,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameBreath_Particle3,694,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameBreath_Particle2copy,695,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Effect_FlameBreath_Particle1,696,0,1,1
"{'uses': ['visual_effect'], 'export_animation': True}",0,Effects/Arkhan_UltimateCone,697,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract1,698,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract1_Inv,699,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract2,700,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract2_Inv,701,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract3,702,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract3_Inv,703,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract4,704,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_Contract4_Inv,705,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GemPile1,706,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GemPile2,707,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GemPile3,708,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GemPile4,709,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GoldPile1,710,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GoldPile2,711,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GoldPile3,712,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_GoldPile4,713,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_PotionOfClairvoyance1,714,0,1,1
{'uses': ['icon']},0,Icons/Inventory/Icon_PotionOfClairvoyance1_Inv,715,0,1,1
