Hero,Name,Effect,Effect Value (%),Effect Description,Slot,Rarity,Item Description,Graphic ID
11,Masterful Boots of Elvenkind,Self Damage Boost,350,,2,4,They'll never hear me coming.,632
11,Trainee's Greatsword,All Champion Damage Boost,10,,3,1,I had a similar sword in my youth. I outgrew it quickly.,633
11,Apprentice's Greatsword,All Champion Damage Boost,65,,3,2,"A sharp blade, but not too sharp that you'll slip up and grievously injure yourself.",633
11,Master's Greatsword,All Champion Damage Boost,120,,3,3,A fine sword fit for a Chultan sword master.,634
11,Deathbringer Greatsword,All Champion Damage Boost,230,,3,4,They'll never see me coming.,635
11,Simple Periapt,Ability Upgrade,25,,4,1,A simple periapt that grants some small magic.,636
11,Fine Periapt,Ability Upgrade,87.5,,4,2,A fine trinket passed down for generations.,636
11,Heroic Periapt,Ability Upgrade,150,,4,3,A heroic amulet granted to me by a village leader after I saved some villagers.,637
11,Periapt of Wound Closure,Ability Upgrade,275,,4,4,"I pray that death will never find me, but if it does I'll be ready.",638
11,Cold Ring,Ultimate Boost,25,,5,1,There's not much power left in this ring.,639
11,Warm Ring,Ultimate Boost,87.5,,5,2,Something lurks within. This ring holds a small amount of power.,639
11,Emerald Ring,Ultimate Boost,150,,5,3,The beauty of this ring is eclipsed only by its power.,640
11,Ring of Protection,Ultimate Boost,275,,5,4,The power of this ring allows me to charge into battle carefree.,641
11,Torn Scarf,Reduces Ultimate Cooldown,3,,6,1,Nothing's worse than a cold neck. Not even this scarf.,642
11,Plain Scarf,Reduces Ultimate Cooldown,6,,6,2,A simple scarf to ward off the bitter wind.,642
11,Patterned Scarf,Reduces Ultimate Cooldown,12,,6,3,A fine scarf purchased from a merchant in Port Nyanzaru.,643
11,Tasselled Scarf of the Island,Reduces Ultimate Cooldown,30,,6,4,A masterfully crafted scarf found in the wreckage of the boat that brought me to Chult.,644
12,Dull Battle Axe,Self Damage Boost,50,,1,1,Even a blunt blade can bash in a skull.,645
12,Sharp Battle Axe,Self Damage Boost,125,,1,2,"Ah, a freshly sharpened axe. What more does a guy need?",645
12,Cruel Battle Axe,Self Damage Boost,200,,1,3,The craftsmanship is exquisite.,646
12,Bonecleaver,Self Damage Boost,350,,1,4,A magical axe of extreme power. My enemies flee in fear when they see it.,647
12,Crude Symbol,All Champion Damage Boost,10,,2,1,"A crude symbol, but any reverence to Tiamat is a good thing.",648
12,Steel Symbol,All Champion Damage Boost,65,,2,2,"A well crafted symbol, though it lacks a certain finesse.",648
12,Flame Forged Symbol,All Champion Damage Boost,120,,2,3,Forged in the dragonflame for only the most devout followers.,649
12,Holy Symbol of Tiamat,All Champion Damage Boost,230,,2,4,I've foresworn my paladin oaths and dedicated my life to serving Tiamat.,650
12,Clanking Pauldron,Ability Upgrade,25,,3,1,Should probably get this tightened up. The noise is very distracting.,651
12,Solid Pauldron,Ability Upgrade,87.5,,3,2,Good for bashing down doors and breaking through walls.,651
12,Spiked Pauldron,Ability Upgrade,150,,3,3,I'll impale the heads of my enemies on these spikes! Hah hah hah!,652
12,Pauldron of the Dragonmother,Ability Upgrade,275,,3,4,Forged from obsidian and granted to me by the Dragon Queen herself.,653
12,Flimsy Shield,Ability Upgrade,25,,4,1,"It may be flimsy, but you still wouldn't want to get bashed by it.",654
12,Strong Shield,Ability Upgrade,87.5,,4,2,"Don't let appearances deceive you. This is a sturdy, well-crafted shield.",654
12,Dragon-Blessed Shield,Ability Upgrade,150,,4,3,Blessed by the Cult of the Dragon and carried into battle against their enemies.,655
12,Dragonscale Shield of the Unholy,Ability Upgrade,275,,4,4,Crafted from the scales of Tiamat's enemies and worn by her unholy Paladin followers.,656
12,Cracked Vial,Ultimate Boost,25,,5,1,Whatever is in it won't be in it for long!,657
12,Sturdy Vial,Ultimate Boost,87.5,,5,2,"A sturdy vial containing a murky, greyish liquid.",657
12,Crystal Vial,Ultimate Boost,150,,5,3,A crystal vial with a finely crafted silver stopper.,658
12,Vial of Unholy Water,Ultimate Boost,275,,5,4,Filled to the brim with unholy power.,659
12,Rusty Choker,Reduces Ultimate Cooldown,5,,6,1,Reserved for only the most bad-ass warriors.,660
12,Spiked Choker,Reduces Ultimate Cooldown,9,,6,2,Mere child's play. Bring me a real choker.,660
12,Golden Wreath,Reduces Ultimate Cooldown,18,,6,3,A golden wreath of thorns worn about ones neck.,661
12,Wreath of the Prism,Reduces Ultimate Cooldown,45,,6,4,Grants me control over a beast of my choosing. I chose Chango.,662
13,Basic Pouch,Self Damage Boost,50,,1,1,Fits a moderate amount of gold pieces.,1039
13,Deep Pouch,Self Damage Boost,125,,1,2,"It doesn't look like much, but it can store quite a bit of loot.",1039
13,Multi-Pouch,Self Damage Boost,200,,1,3,Why have one pouch when you could have five?,1040
13,Burglar's Pack of the Sneaky Thief,Self Damage Boost,350,,1,4,It's got everything you need to pillage and pilfer.,1041
13,Ugly Slippers,All Champion Damage Boost,10,,3,1,Hey! My mother knit these for me.,1042
13,Sticky Slippers,All Champion Damage Boost,65,,3,2,I think a spider crawled inside these and webbed them up.,1042
13,Sticky Boots,All Champion Damage Boost,120,,3,3,I can scale all but the slipperiest surfaces.,1043
13,Boots of Spider Climbing,All Champion Damage Boost,230,,3,4,Useful for climbing giants and other extra tall creatures.,1044
13,Pilfered Cape,Ability Upgrade,25,,4,1,It was just hanging in the cloakroom of this Inn...,1045
13,Borrowed Cape,Ability Upgrade,87.5,,4,2,"I'll give it back when I'm done with it, I swear.",1045
13,Impressive Cape,Ability Upgrade,150,,4,3,"It's impressive, much like myself!",1046
13,Magnificent Cape of Free Flowing,Ability Upgrade,275,,4,4,It never gets tangled in my legs.,1047
13,Dull Dagger,Self Damage Boost,50,,2,1,I really ought to sharpen this one.,1048
13,Bloody Dagger,Self Damage Boost,125,,2,2,I really ought to clean this one.,1048
13,Golden Dagger,Self Damage Boost,200,,2,3,Everything's better with a little gold added in.,1049
13,Ornate Dagger of Princes,Self Damage Boost,350,,2,4,Stolen from a foolish Prince from the east.,1050
13,Fake Ring,Ultimate Boost,25,,5,1,The peddler swore it was real!,1051
13,Pearl Ring,Ultimate Boost,87.5,,5,2,There's a story behind this ring that I'll tell you some time.,1051
13,Crystal Ring,Ultimate Boost,150,,5,3,That's 100% legitimate Icewind Crystal.,1052
13,Zhentarim Ring of True Sight,Ultimate Boost,275,,5,4,You can't hide your true form from me.,1053
13,Copper Rod,Reduces Ultimate Cooldown,5,,6,1,A simple rod of copper. Useful for jimmying doors and windows.,1054
13,Fancy Rod,Reduces Ultimate Cooldown,10,,6,2,It's the fanciest thing I've ever jimmied a window with.,1054
13,Static Rod,Reduces Ultimate Cooldown,20,,6,3,It has some small magical properties that makes it quite useful.,1055
13,Ancient Immovable Rod,Reduces Ultimate Cooldown,49,,6,4,Magically enhanced to ignore the laws of physics.,1056
14,Tight Belt,Self Damage Boost,50,,1,1,I like cake too much to really be comfortable in this belt.,1061
14,Solemn Belt,Self Damage Boost,125,,1,2,"The monks didn't let me bring much with me, except this.",1061
14,Tinkerer's Belt,Self Damage Boost,200,,1,3,There's more to this belt than meets the eye.,1062
14,Gnomish Belt of Solemn Secrets,Self Damage Boost,350,,1,4,I'll never talk about the day I got this belt.,1063
14,See-Through Blindfold,All Champion Damage Boost,10,,2,1,"Kind of defeats the purpose, don't it?",1064
14,Blinding Blindfold,All Champion Damage Boost,65,,2,2,"I can't see! Wait, no, that's the point.",1064
14,Supremely Effective Blindfold,All Champion Damage Boost,120,,2,3,The monks made me wear this during my training.,1065
14,Pure Blindfold of the Even Hand,All Champion Damage Boost,230,,2,4,A trophy from my time at the monastary.,1066
14,Plain Ring,Ability Upgrade,25,,3,1,"I'd rather not stand out, to be honest.",1067
14,Scuffed Steel Ring,Ability Upgrade,87.5,,3,2,A little worse for wear from years of unarmed combat.,1067
14,Obsidian Ring,Ability Upgrade,150,,3,3,Forged near a Chultan volcano.,1068
14,Innoculous Ring of Time Slowing,Ability Upgrade,275,,3,4,I can really take my time to think things over.,1069
14,Patched Robe,Ability Upgrade,25,,4,1,A hand-sown hand-me-down.,1070
14,Initiate's Robe,Ability Upgrade,87.5,,4,2,Granted to all new diciples of the Even Hand.,1070
14,Even Hand Robes,Ability Upgrade,150,,4,3,Robes bearing the colors of the Order of the Even Hand.,1071
14,Monastic Robe of the Even Hand,Ability Upgrade,275,,4,4,I remember the day I earned the right to wear these robes...,1072
14,Plain Sandals,Ultimate Boost,25,,5,1,"The soles are a bit tough, but otherwise they're functional.",1073
14,Comfortable Sandals,Ultimate Boost,87.5,,5,2,As comfortable for walking as they are for standing or sitting.,1073
14,Intricate Sandals,Ultimate Boost,150,,5,3,"Flashy, for a monk, but I'm still a gnome, you know.",1074
14,Ornate Sandals of the Silent Foot,Ultimate Boost,275,,5,4,All but my most perceptive foes are ignorant to my approach.,1075
14,Snapped Staff,Reduces Ultimate Cooldown,4,,6,1,"I've tried binding it back together, but it's not very sturdy.",1076
14,Sturdy Staff,Reduces Ultimate Cooldown,8,,6,2,I've walked a long way with this staff.,1076
14,Wanderer's Staff,Reduces Ultimate Cooldown,16,,6,3,"No matter how far you walk, you'll always end up back where you started.",1077
14,Ki Staff of Long Walks,Reduces Ultimate Cooldown,40,,6,4,It is much easier to focus on ki with this ancient staff.,1078
15,Stone Amulet,Self Damage Boost,50,,1,1,A basic amulet given to all orc children.,1298
15,Warm Amulet,Self Damage Boost,125,,1,2,Obviously magical - it radiates heat.,1298
15,Tribal Amulet,Self Damage Boost,200,,1,3,An amulet of warding constructed by our tribal sage; doesn't really do anything.,1299
15,Bone Breaker Amulet of the Tribe,Self Damage Boost,350,,1,4,"My father's amulet; worn in battle dozens, perhaps hundreds of time.",1300
15,Cloth Belt,Increases Specific Specialisation,25,,2,1,A simple belt; better to wear this than to have your pants fall down.,1301
15,Soft Belt,Increases Specific Specialisation,87.5,,2,2,"Softness isn't often a quality I admire, but I make an exception for this belt.",1301
15,Ornate Belt,Increases Specific Specialisation,150,,2,3,"A wizard's belt, but still useful to a warrior such as myself.",1302
15,Artisan Belt of the Way Finder,Increases Specific Specialisation,275,,2,4,This belt belonged to my mother; it saw her safely through countless dangers.,1303
15,Torn History Book,Increases Specific Specialisation,25,,3,1,So much is missing; someone who learns history from this book is bound to repeat it.,1304
15,Faded History Book,Increases Specific Specialisation,87.5,,3,2,There are important lessons in all of our pasts.,1304
15,Detailed History Book,Increases Specific Specialisation,150,,3,3,"A detailed history of half-orc culture, written by myself.",1305
15,Archaeologist's Book of Tribal History,Increases Specific Specialisation,275,,3,4,A detailed encyclopedia of orc tribes and customs - my mother's life work.,1306
15,Cracked Warhammer,Increases Specific Specialisation,25,,4,1,It cracked when I hit a Stone Golem so hard that it shattered.,1307
15,Solid Warhammer,Increases Specific Specialisation,87.5,,4,2,"Heavy to carry around, but worth it in battle.",1307
15,Spiked Warhammer,Increases Specific Specialisation,150,,4,3,A warrior needs every advantage to catch his enemy off guard.,1308
15,Vicious Warhammer of Orcish Bloodlust,Increases Specific Specialisation,275,,4,4,My bonded warhammer has served me well throughout the years.,1309
15,Pilling Scarf,Ultimate Boost,25,,5,1,I should probably get this replaced.,1310
15,Hand-knit Scarf,Ultimate Boost,87.5,,5,2,"Yes, I knit. What's your problem with that?",1310
15,Wizard's Scarf,Ultimate Boost,150,,5,3,"A fine scarf, though not very warrior-ly.",1312
15,Flowing Scarf of the Eldritch Knight,Ultimate Boost,275,,5,4,A momento from my time training as an Eldritch Knight.,1311
15,Weak Pauldron,Reduces Ultimate Cooldown,6,,6,1,"Adaquete for a child perhaps, but I hope to find a new pair soon enough.",1313
15,Tough Pauldron,Reduces Ultimate Cooldown,11,,6,2,Hardened leather can surprisingly deflect even strong and sharp attacks.,1313
15,Spiked Pauldron,Reduces Ultimate Cooldown,21,,6,3,A good shoulder charge never hurt anyone; perhaps just my enemies.,1314
15,Strong Iron Pauldron of the Charging Orc,Reduces Ultimate Cooldown,53,,6,4,"If magic fails me, these pauldrons will see me through.",1315
16,Random Pebbles,Self Damage Boost,50,,1,1,An assortment of random pebbles from my journies.,1406
16,Polished Pebbles,Self Damage Boost,125,,1,2,Some polished stones that caught my eye.,1406
16,Colorful Stones,Self Damage Boost,200,,1,3,A considerable collection of colorful calcite.,1405
16,Carefully Collected Pristine Pebbles,Self Damage Boost,350,,1,4,I've collected a single pebble from each beach I've visited in my travels.,1404
16,Dull Spear,All Champion Damage Boost,10,,2,1,It's more for show. These old bones don't fight as well as they used to.,1409
16,Damaged Spear,All Champion Damage Boost,65,,2,2,Held together with wax and sap and a short length of leather.,1409
16,Sharpened Spear,All Champion Damage Boost,120,,2,3,Danger lies around every corner these days.,1408
16,Masterful Spear of Long Journies,All Champion Damage Boost,230,,2,4,It doubles as a walking staff when the danger is past.,1407
16,Old Pouch,Ability Upgrade,25,,3,1,Full of knick-knacks from another time.,1412
16,Soft Leather Pouch,Ability Upgrade,87.5,,3,2,The leather has been softened by years of use.,1412
16,Well Traveled Leather Pouch,Ability Upgrade,150,,3,3,This pouch has seen me through countless adventures.,1411
16,Sacred Pouch of the Wayfinder,Ability Upgrade,275,,3,4,There always seems to be something in this pouch to point me in the right direction.,1410
16,Delicate Headdress,Ability Upgrade,25,"Increases the effect of Gromma's Spiked Shell, Freezing Breeze and Acid Splash abilities by $(amount)%.",4,1,"If I move too quickly, it could shatter. I'd better more slowly, then.",1415
16,Coral Headdress,Ability Upgrade,87.5,"Increases the effect of Gromma's Spiked Shell, Freezing Breeze and Acid Splash abilities by $(amount)%.",4,2,The warm waters off the coast of Ahoyhoy are perfect for collecting discarded coral.,1415
16,Braided Headdress,Ability Upgrade,150,"Increases the effect of Gromma's Spiked Shell, Freezing Breeze and Acid Splash abilities by $(amount)%.",4,3,A special headdress crafted by one of my many offspring.,1414
16,Intricate Headdress of the Grandmother,Ability Upgrade,275,"Increases the effect of Gromma's Spiked Shell, Freezing Breeze and Acid Splash abilities by $(amount)%.",4,4,A gift from the first of my grandchildren to leave the compound and explore the lands.,1413
16,Fragile Conch,Ultimate Boost,25,,5,1,Its days are numbered.,1418
16,Hearty Conch,Ultimate Boost,87.5,,5,2,You can hear the ocean if you put it up to your ear.,1418
16,Ancient Conch,Ultimate Boost,150,,5,3,"This large conch is older than I am, and I'm practically ancient.",1417
16,Spiked Conch of the Deep Ocean,Ultimate Boost,275,,5,4,Recovered from the slimy tentacles of a slain Marine Decapus.,1416
16,Sandy Bracelet,Reduces Ultimate Cooldown,3,,6,1,"Covered in itchy, scratching sand.",1421
16,Single Pearl Bracelet,Reduces Ultimate Cooldown,6,,6,2,"A single, brilliant pearl makes this bracelet worth wearing.",1421
16,Dual-Banded Bracelet,Reduces Ultimate Cooldown,12,,6,3,Crafted for me by a young human during a recent visit to Port Nyanzaru.,1420
16,Solemn Bone Bracelet of the Wind,Reduces Ultimate Cooldown,30,,6,4,"If you put your ear up to the pearl, you can hear the approach of strong storms.",1419
17,Tattered Belt,Self Damage Boost,50,,1,1,An embaressment to belts everywhere.,1597
17,Scholar's Belt,Self Damage Boost,125,,1,2,A belt for someone who spends too much time reading and not enough time being amazing.,1597
17,Wizard's Belt,Self Damage Boost,200,,1,3,"Adaquete for a wizard from the coast, perhaps, but someone as great as Dhadius!",1598
17,Glorious Belt of the Impressive Wizard,Self Damage Boost,350,,1,4,I certainly am that.,1599
17,Clumsy Bracer,All Champion Damage Boost,10,,2,1,"A bracer for a lesser mage. I object to wearing it, honestly.",1600
17,Leather Bracer,All Champion Damage Boost,65,,2,2,"Provides some deflection, I suppose. Not that I need it.",1600
17,Arcane Bracer,All Champion Damage Boost,120,,2,3,Empowers my already formidable magical abilities.,1601
17,Wonderous Bracer of the Greatest Wizard,All Champion Damage Boost,230,,2,4,"Well, if you say so.",1602
17,Ratty Cloak,Ability Upgrade,25,,3,1,It'll do until I can get back into my usual wardrobe.,1604
17,Apprentice's Cloak,Ability Upgrade,87.5,,3,2,"It's not mine, I'm just borrowing it.",1604
17,Velvet Cloak,Ability Upgrade,150,,3,3,"Velvet is the hallmark of impressive wizards, you know.",1605
17,Flowing Cloak of the Respected Wizard,Ability Upgrade,275,,3,4,"I am respected, aren't I?",1603
17,Tin Ring,Ability Upgrade,25,,4,1,"In the hands of an amazing wizard such as myself, even a simple ring can be powerful.",1606
17,Shiny Iron Ring,Ability Upgrade,87.5,,4,2,"It may not look like much - or be much, for that matter - but it's mine, so it's impressive.",1606
17,Frosted Ring,Ability Upgrade,150,,4,3,"Just a single touch can turn a man to ice. Or make them somewhat chilly, at least.",1607
17,Frozen Ring of the Proven Wizard,Ability Upgrade,275,,4,4,Not that I have to prove myself to anyone.,1608
17,Cracked Staff,Ultimate Boost,25,,5,1,Nothing a little ingenuity can't fix.,1609
17,Glowing Staff,Ultimate Boost,87.5,,5,2,"If your staff isn't glowing, you're not wizarding right.",1609
17,Shining Staff,Ultimate Boost,150,,5,3,Shining like the statue of me in the Luskan harbour will be. Once I get my due.,1610
17,Brilliant Staff of the Legendary Wizard,Ultimate Boost,275,,5,4,Are you sure 'legendary' is the right word? It seems too simple to me.,1611
17,Dull Amulet,Reduces Ultimate Cooldown,7,,6,1,The Arcane Brotherhood's symbol should never be displayed so dimly.,1612
17,Sparking Amulet,Reduces Ultimate Cooldown,13,,6,2,It's a little difficult to handle. Shocks you when you touch it.,1612
17,Onyx Arcane Brotherhood Amulet,Reduces Ultimate Cooldown,25,,6,3,A wonderful symbol of the Brotherhood.,1613
17,Master's Amulet of the Arcane Brotherhood,Reduces Ultimate Cooldown,63,,6,4,"I certainly wouldn't want to assume a rank, but that sounds about right.",1614
18,Cracked Scimitar,Self Damage Boost,50,,1,1,The first scimitar I used in my training with Zaknafein.,1715
18,Sharp Scimitar,Self Damage Boost,125,,1,2,An instrument of death in the hands of an experienced drow warrior.,1715
18,Frostbrand Scimitar,Self Damage Boost,200,,1,3,It pulses with a soft icy glow.,1716
18,Icingdeath,Self Damage Boost,350,,1,4,"Found in the treasure hoard of the white dragon Ingeloakastimizilian, better known as Icingdeath.",1717
18,Dull Scimitar,Self Damage Boost,50,,2,1,A dull weapon suitable for training young Drow in the ways of battle.,1721
18,Lithe Scimitar,Self Damage Boost,125,,2,2,A slender weapon; far more deadly than a bulky greatsword.,1721
18,Defender Scimitar,Self Damage Boost,200,,2,3,An experienced warrior can use a sword for defense as well as offense.,1722
18,Twinkle,Self Damage Boost,350,,2,4,Gifted to me by a Harpell of all people. One of the few sane ones.,1723
18,Tattered Cloak,All Champion Damage Boost,10,,3,1,"An apt metaphor for myself, if I'm being introspective.",1709
18,Underdark Cloak,All Champion Damage Boost,65,,3,2,Allows you to blend in with the stony crags and otherworldly fungi of the Underdark.,1709
18,Drow Ranger's Cloak,All Champion Damage Boost,120,,3,3,There was a time I would have been thrilled to receive this cloak. Now I use it because I must.,1710
18,Hooded Cloak of the Faerûn Hero,All Champion Damage Boost,230,,3,4,Gifted to me by the Weeping Friars. Strange folk.,1711
18,Flimsy Chest Piece,Ability Upgrade,25,,4,1,It would be better if you simply didn't get hit while wearing this.,1712
18,Leather Chest Piece,Ability Upgrade,87.5,,4,2,A generic leather chest piece. Not much to note.,1712
18,Drow Ranger's Chest Piece,Ability Upgrade,150,,4,3,Aids me in moving quickly and silently through most terrain.,1713
18,Chest Piece of the Lost Homeland,Ability Upgrade,275,,4,4,"I miss my homeland some days, but I don't miss the pain and strife that consumes that place.",1714
18,Panther Toy,Ultimate Boost,25,,5,1,A children's play-thing.,1718
18,Tin Statue,Ultimate Boost,87.5,,5,2,It has been painted black to resemble a more powerful artifact.,1718
18,Onyx Figurine,Ultimate Boost,150,,5,3,"Transforms into a black panther upon command. Not Guenhwyvar, though.",1719
18,Figurine of Guenhwyvar,Ultimate Boost,275,,5,4,"A unique figurine that summons my faithful companion, Guenhwyvar.",1720
18,Steel Charm,Reduces Ultimate Cooldown,7,,6,1,An apprentice's replica of a far more powerful artifact.,1724
18,Engraved Charm,Reduces Ultimate Cooldown,14,,6,2,A simple charm engraved with a unicorn motif.,1724
18,Unicorn Necklace,Reduces Ultimate Cooldown,28,,6,3,"Can be used to summon a faithful unicorn mount, if you are worthy.",1725
18,Horn Charm of Mielikki,Reduces Ultimate Cooldown,70,,6,4,The ruling council of Silverymoon granted me Andarhar as gratitude for my service.,1726
19,Cracked Hammer,Self Damage Boost,50,,1,1,"Still sturdy enough to cause damage, if ye know what yer doin'.",1907
19,Stout Hammer,Self Damage Boost,125,,1,2,A hammer's just a chunk o' iron 'til it's in the hands of a proper warrior.,1907
19,Shining Hammer,Self Damage Boost,200,,1,3,The last thing me enemies see before Gorm takes 'em.,1908
19,Golden Hammer of Clan Undurr,Self Damage Boost,350,,1,4,"A beacon of hope for all who see its mighty swing. Enemies not included, of course.",1909
19,Ratty Banner,All Champion Damage Boost,10,,2,1,"A sad thing, but it's nice to have somethin' to follow.",1898
19,Durable Banner,All Champion Damage Boost,65,,2,2,As durable as the Order of the Gauntlet itself.,1898
19,Waving Banner,All Champion Damage Boost,120,,2,3,Brings a tear to me eye seein' it flap in the wind.,1899
19,Order of the Gauntlet Banner,All Champion Damage Boost,230,,2,4,The Order is my home now. I shall follow them to the end o' time.,1900
19,Dull Brass Symbol,Ability Upgrade,25,,3,1,Even the craggiest chunk of brass can have great meaning.,1913
19,Dwarf-Forged Symbol,Ability Upgrade,87.5,,3,2,There was a time that I dinnae know what this symbol meant.,1913
19,Symbol of Gorm,Ability Upgrade,150,,3,3,"In me time of need, Gorm has been a shining beacon of hope.",1914
19,Faithful Golden Amulet of Gorm,Ability Upgrade,275,,3,4,"Gorm Gulthyn himself has chosen me as his emissary, of this I am sure.",1915
19,Heavy Belt,Ability Upgrade,25,,4,1,"Protects me waist and me legs! A little on the heavy side, though.",1901
19,Iron Plated Belt,Ability Upgrade,87.5,,4,2,Yer gonna need a strong blow to get through this.,1901
19,Gold Plated Belt,Ability Upgrade,150,,4,3,"I was thinkin' one day, what haven't I plated in gold yet? Then I looked down.",1902
19,Shining Belt of the Devout Cleric,Ability Upgrade,275,,4,4,It is my solemn duty to aid those in need and defend those who cannae defend themselves.,1903
19,Steel Breastplate,Ultimate Boost,25,,5,1,I'm one tough dwarf to crack.,1904
19,Ornate Breastplate,Ultimate Boost,87.5,,5,2,"Ye can never have enough gold on yer armor, ye know.",1904
19,Gemmed Breastplate,Ultimate Boost,150,,5,3,"A masterfully crafted breastplate, if I ever saw one.",1905
19,Bejewelled Breastplate of Dwarves,Ultimate Boost,275,,5,4,"Perhaps a little over the top, yea, but if it causes just one enemy to pause, it's done its job.",1906
19,Used Helmet,Reduces Ultimate Cooldown,9,,6,1,"The old helm of my beloved, Storn Skulldark.",1910
19,New Helmet,Reduces Ultimate Cooldown,18,,6,2,Granted to me by the Order of the Gauntlet when I joined their ranks.,1910
19,Jewelled Helmet,Reduces Ultimate Cooldown,36,,6,3,"Dinnae worry about me, it's reinforced with good dwarven steel.",1911
19,Brilliant Helmet of the Order,Reduces Ultimate Cooldown,90,,6,4,Granted only to the Order's most devout and effective followers.,1912
20,Dull Dagger,Self Damage Boost,50,,1,1,"I prefer sneaking to stabbing, to be honest.",2041
20,Chipped Dagger,Self Damage Boost,125,,1,2,This is what happens when you try to fight. Your nice things get chipped.,2041
20,Halfling's Dagger,Self Damage Boost,200,,1,3,"A solid dagger for a solid fellow, if I do say so myself.",2042
20,Inscribed Dagger of the Hesitant Rogue,Self Damage Boost,350,,1,4,I'd rather not use this. It's quite nice and pristine.,2043
20,Light Mace,All Champion Damage Boost,10,,2,1,It kind of... bends... when you swing it.,2044
20,Dented Mace,All Champion Damage Boost,65,,2,2,Orcs don't take too kindly to being bopped by this mace. Take it from me.,2044
20,Traveller's Mace,All Champion Damage Boost,120,,2,3,This mace and I have travelled many roads together.,2045
20,Short Mace of Dwarven Rule,All Champion Damage Boost,230,,2,4,Did I ever tell you about the time I ruled the Mithral Hall?,2046
20,Dull Ruby Amulet,Ability Upgrade,25,Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.,3,1,This ruby ought to fetch a good price in Baldur's Gate.,2032
20,Shiny Ruby Amulet,Ability Upgrade,87.5,Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.,3,2,It certainly is alluring.,2032
20,Pulsing Ruby Amulet,Ability Upgrade,150,Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.,3,3,I suspect it holds some magical power.,2033
20,Pasha Pook's Ruby Amulet,Ability Upgrade,275,Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.,3,4,"Oh, don't worry. He won't miss it. He's got eleven others.",2034
20,Spoiled Trout,Ability Upgrade,25,Increases the effect of Regis' Ruby Weakness ability by $(amount)%.,4,1,Spoiled?! I fished it up just a few days ago.,2062
20,Dry Trout,Ability Upgrade,87.5,Increases the effect of Regis' Ruby Weakness ability by $(amount)%.,4,2,"A trout worthy of an adventurer's lunch sack, if I ever saw one.",2062
20,Filet o' Knuckhead,Ability Upgrade,150,Increases the effect of Regis' Ruby Weakness ability by $(amount)%.,4,3,Who doesn't like a nice snack mid-adventure?,2063
20,Freshly Salted Knucklehead Trout,Ability Upgrade,275,Increases the effect of Regis' Ruby Weakness ability by $(amount)%.,4,4,The perfect snack for a journey to Icewind Dale.,2064
20,Holey Bag,Ultimate Boost,25,,5,1,You put things in and they almost immediately fall out.,2035
20,Sturdy Bag,Ultimate Boost,87.5,,5,2,"Certainly won't fall apart on you, no matter how long your travels.",2035
20,Traveller's Bag,Ultimate Boost,150,,5,3,For when your journey may be longer than your foresight.,2036
20,Halfling's Bag of Stashing,Ultimate Boost,275,,5,4,"It's like a Bag of Holding, except completely plain and non-magical.",2037
20,Faded Beret,Reduces Ultimate Cooldown,8,,6,1,"If you're going to fight, you may as well be wearing a hat.",2038
20,Comfortable Beret,Reduces Ultimate Cooldown,15,,6,2,"If you're going to fight, you may as well be comfortable.",2038
20,Fashionable Beret,Reduces Ultimate Cooldown,30,,6,3,"If you're going to fight, you may as well be fashionable.",2039
20,Protective Beret of Disguise,Reduces Ultimate Cooldown,75,,6,4,"Rather than fight, why not simply blend in with the enemy?",2040
21,Steel Shortsword,Self Damage Boost,125,,1,2,Sharper and lighter than an iron sword.,2140
21,Iron Shortsword,Self Damage Boost,50,,1,1,"Sturdy but heavy, enough to inflict damage with some moderate effort.",2140
21,Singing Sword,Self Damage Boost,200,,1,3,This blade sings the songs of battle.,2141
21,Hardy Sword of Sharpness,Self Damage Boost,350,,1,4,"It never needs to be sharpened, much like my wit!",2142
21,Cloth Bracers,Self Damage Boost,50,,2,1,Simple bracers fashioned from discarded cloth.,2134
21,Wrapped Bracers,Self Damage Boost,125,,2,2,"These wraps provide moderate defense, but primarily help brace my arm in battle.",2134
21,Hardened Leather Bracers,Self Damage Boost,200,,2,3,A stable bracer that aids in both attack and defense.,2135
21,Reinforced Bracers of Song,Self Damage Boost,350,,2,4,"If you look hard enough, you can find music in everything.",2136
21,Brass Anklet,All Champion Damage Boost,10,,3,1,"Produces a rusty, clanging sound. Good enough to keep tempo in battle.",2128
21,Ringing Anklet,All Champion Damage Boost,65,,3,2,"They may not aid in stealth, but my songs are much more potent.",2128
21,Jingling Anklet,All Champion Damage Boost,120,,3,3,Empowers my allies against the darkness and the dead.,2129
21,Perfect Anklet of Pure Pitch,All Champion Damage Boost,230,,3,4,Rings true and proud as I wade though battle.,2130
21,Simple Lute,Ability Upgrade,25,,4,1,"A bit out a tune, but it's cheap.",2137
21,Doss Lute,Ability Upgrade,87.5,,4,2,This magical instrument creates a unique and empowering sound.,2137
21,Gold-inlaid Lute,Ability Upgrade,150,,4,3,The golden frets create a sound which can be heard over great distances.,2138
21,Masterwork Lute of Rest,Ability Upgrade,275,,4,4,An instrument as finely crafted as one could ever hope to own.,2139
21,Simple Belt,Ultimate Boost,25,,5,1,It would not help if my pants fell down during battle.,2131
